Filename,Background_file,Start_times,End_times,Freq_lows,Freq_highs
scape1014.wav,rain_litebirds.wav,[0.657],[2.018],[1000],[9116]
scape1015.wav,brownianNoise_60.wav,"[1.991, 2.447, 3.061]","[3.33, 3.893, 4.58]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1016.wav,pinkNoise_60.wav,"[3.248, 3.423]","[4.726, 5.0]","[1000, 1000]","[9116, 9116]"
scape1017.wav,backgroundbirds2.wav,"[0.166, 1.843, 3.532]","[1.704, 3.452, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1018.wav,windy_60.wav,"[1.667, 3.056, 3.551]","[3.082, 4.514, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1019.wav,brownianNoise_60.wav,"[1.151, 2.073]","[2.695, 3.647]","[1000, 1000]","[9116, 9116]"
scape102.wav,windy_60.wav,[],[],[],[]
scape1020.wav,backgroundbirds2.wav,"[1.121, 1.688]","[2.54, 3.03]","[1000, 1000]","[9116, 9116]"
scape1021.wav,brownianNoise_60.wav,"[1.73, 3.363]","[3.146, 4.78]","[1000, 1000]","[9116, 9116]"
scape1022.wav,pinkNoise_60.wav,[],[],[],[]
scape1023.wav,backgroundbirds2.wav,"[1.235, 3.574, 3.583]","[2.785, 5.0, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1024.wav,brownianNoise_60.wav,[],[],[],[]
scape1025.wav,rain.wav,[1.662],[3.219],[1000],[9116]
scape1026.wav,backgroundbirds2.wav,[],[],[],[]
scape1027.wav,windy_60.wav,[],[],[],[]
scape1028.wav,whiteNoise_60.wav,[],[],[],[]
scape1029.wav,whiteNoise_60.wav,[2.984],[4.414],[1000],[9116]
scape103.wav,backgroundbirds2.wav,"[0.13, 0.856, 1.398]","[1.643, 2.416, 2.85]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1030.wav,backgroundbirds.wav,[1.1],[2.556],[1000],[9116]
scape1031.wav,rain_litebirds.wav,"[2.446, 2.673]","[4.034, 3.993]","[1000, 1000]","[9116, 9116]"
scape1032.wav,brownianNoise_60.wav,[1.27],[2.763],[1000],[9116]
scape1033.wav,brownianNoise_60.wav,[],[],[],[]
scape1034.wav,brownianNoise_60.wav,"[1.711, 2.743, 2.899]","[3.299, 4.156, 4.457]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1035.wav,brownianNoise_60.wav,[2.402],[3.873],[1000],[9116]
scape1036.wav,windy_60.wav,[1.675],[3.074],[1000],[9116]
scape1037.wav,rain.wav,[],[],[],[]
scape1038.wav,brownianNoise_60.wav,[],[],[],[]
scape1039.wav,whiteNoise_60.wav,"[2.051, 3.616]","[3.539, 5.0]","[1000, 1000]","[9116, 9116]"
scape104.wav,backgroundbirds2.wav,[],[],[],[]
scape1040.wav,rain.wav,"[2.315, 2.549, 3.198]","[3.8, 4.084, 4.652]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1041.wav,rain.wav,[],[],[],[]
scape1042.wav,backgroundbirds2.wav,"[0.259, 0.793]","[1.802, 2.347]","[1000, 1000]","[9116, 9116]"
scape1043.wav,windy_60.wav,"[3.215, 3.614]","[4.678, 5.0]","[1000, 1000]","[9116, 9116]"
scape1044.wav,rain.wav,[],[],[],[]
scape1045.wav,brownianNoise_60.wav,"[0.56, 2.242, 3.499]","[2.13, 3.571, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1046.wav,rain_litebirds.wav,[3.409],[5.0],[1000],[9116]
scape1047.wav,brownianNoise_60.wav,"[1.221, 3.567]","[2.754, 4.975]","[1000, 1000]","[9116, 9116]"
scape1048.wav,backgroundbirds.wav,[],[],[],[]
scape1049.wav,rain_litebirds.wav,[],[],[],[]
scape105.wav,windy_60.wav,[2.997],[4.592],[1000],[9116]
scape1050.wav,rain.wav,[],[],[],[]
scape1051.wav,rain_litebirds.wav,"[0.699, 2.788, 2.842]","[2.171, 4.298, 4.282]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1052.wav,rain.wav,[3.612],[5.0],[1000],[9116]
scape1053.wav,rain_litebirds.wav,"[3.069, 3.48]","[4.582, 5.0]","[1000, 1000]","[9116, 9116]"
scape1054.wav,brownianNoise_60.wav,[],[],[],[]
scape1055.wav,rain.wav,"[1.066, 3.408]","[2.412, 5.0]","[1000, 1000]","[9116, 9116]"
scape1056.wav,brownianNoise_60.wav,[0.145],[1.749],[1000],[9116]
scape1057.wav,rain_litebirds.wav,"[0.71, 3.299, 3.398]","[2.136, 4.851, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1058.wav,backgroundbirds2.wav,[],[],[],[]
scape1059.wav,brownianNoise_60.wav,"[0.726, 3.547]","[2.148, 5.0]","[1000, 1000]","[9116, 9116]"
scape106.wav,rain.wav,[],[],[],[]
scape1060.wav,windy_60.wav,[1.401],[2.778],[1000],[9116]
scape1061.wav,backgroundbirds.wav,"[2.504, 3.29]","[4.105, 4.9]","[1000, 1000]","[9116, 9116]"
scape1062.wav,windy_60.wav,"[1.041, 1.621, 2.238]","[2.367, 2.959, 3.59]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1063.wav,pinkNoise_60.wav,[2.313],[3.666],[1000],[9116]
scape1064.wav,brownianNoise_60.wav,[3.316],[4.655],[1000],[9116]
scape1065.wav,brownianNoise_60.wav,"[0.231, 0.936]","[1.822, 2.264]","[1000, 1000]","[9116, 9116]"
scape1066.wav,brownianNoise_60.wav,"[2.017, 3.359, 3.541]","[3.544, 4.916, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1067.wav,whiteNoise_60.wav,"[3.645, 3.645]","[5.0, 5.0]","[1000, 1000]","[9116, 9116]"
scape1068.wav,windy_60.wav,[0.403],[1.881],[1000],[9116]
scape1069.wav,backgroundbirds2.wav,"[0.8, 1.407, 3.584]","[2.353, 2.891, 4.91]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape107.wav,backgroundbirds.wav,"[2.171, 3.562]","[3.54, 5.0]","[1000, 1000]","[9116, 9116]"
scape1070.wav,backgroundbirds2.wav,[],[],[],[]
scape1071.wav,rain.wav,"[0.316, 0.889]","[1.881, 2.316]","[1000, 1000]","[9116, 9116]"
scape1072.wav,brownianNoise_60.wav,"[0.506, 1.952]","[2.064, 3.431]","[1000, 1000]","[9116, 9116]"
scape1073.wav,windy_60.wav,"[0.634, 3.451]","[2.149, 5.0]","[1000, 1000]","[9116, 9116]"
scape1074.wav,rain_litebirds.wav,"[0.758, 2.334, 3.106]","[2.245, 3.653, 4.57]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1075.wav,brownianNoise_60.wav,[],[],[],[]
scape1076.wav,backgroundbirds.wav,"[2.567, 2.721, 3.453]","[4.015, 4.21, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1077.wav,backgroundbirds.wav,[],[],[],[]
scape1078.wav,rain.wav,[],[],[],[]
scape1079.wav,backgroundbirds.wav,[1.152],[2.524],[1000],[9116]
scape108.wav,rain.wav,"[1.592, 3.332]","[2.928, 4.737]","[1000, 1000]","[9116, 9116]"
scape1080.wav,windy_60.wav,"[3.458, 3.478]","[5.0, 4.969]","[1000, 1000]","[9116, 9116]"
scape1081.wav,whiteNoise_60.wav,"[0.215, 1.026, 2.532]","[1.604, 2.438, 3.857]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1082.wav,rain_litebirds.wav,"[2.765, 2.939]","[4.33, 4.457]","[1000, 1000]","[9116, 9116]"
scape1083.wav,backgroundbirds2.wav,"[1.814, 3.418, 3.511]","[3.147, 5.0, 4.975]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1084.wav,windy_60.wav,[],[],[],[]
scape1085.wav,rain_litebirds.wav,"[0.451, 2.504]","[1.835, 3.856]","[1000, 1000]","[9116, 9116]"
scape1086.wav,brownianNoise_60.wav,[1.23],[2.754],[1000],[9116]
scape1087.wav,pinkNoise_60.wav,"[3.148, 3.64]","[4.618, 5.0]","[1000, 1000]","[9116, 9116]"
scape1088.wav,backgroundbirds.wav,"[3.19, 3.409]","[4.765, 5.0]","[1000, 1000]","[9116, 9116]"
scape1089.wav,backgroundbirds2.wav,[],[],[],[]
scape109.wav,windy_60.wav,"[0.193, 1.462]","[1.587, 2.863]","[1000, 1000]","[9116, 9116]"
scape1090.wav,backgroundbirds.wav,"[1.015, 3.616]","[2.347, 5.0]","[1000, 1000]","[9116, 9116]"
scape1091.wav,whiteNoise_60.wav,[],[],[],[]
scape1092.wav,backgroundbirds.wav,[2.612],[4.003],[1000],[9116]
scape1093.wav,brownianNoise_60.wav,"[0.512, 2.08, 3.62]","[1.839, 3.494, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1094.wav,windy_60.wav,"[1.38, 1.881, 3.585]","[2.948, 3.446, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1095.wav,brownianNoise_60.wav,"[0.675, 1.125]","[2.022, 2.478]","[1000, 1000]","[9116, 9116]"
scape1096.wav,windy_60.wav,[2.206],[3.686],[1000],[9116]
scape1097.wav,rain.wav,[3.632],[5.0],[1000],[9116]
scape1098.wav,pinkNoise_60.wav,"[2.744, 3.059, 3.614]","[4.216, 4.598, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1099.wav,whiteNoise_60.wav,[],[],[],[]
scape11.wav,brownianNoise_60.wav,[3.612],[5.0],[1000],[9116]
scape110.wav,pinkNoise_60.wav,[],[],[],[]
scape1100.wav,whiteNoise_60.wav,[],[],[],[]
scape1101.wav,backgroundbirds2.wav,"[2.243, 3.164, 3.335]","[3.835, 4.612, 4.853]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1102.wav,pinkNoise_60.wav,[0.512],[1.889],[1000],[9116]
scape1103.wav,brownianNoise_60.wav,"[0.057, 1.031, 1.988]","[1.507, 2.429, 3.435]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1104.wav,windy_60.wav,[],[],[],[]
scape1105.wav,windy_60.wav,"[1.281, 1.457, 2.41]","[2.852, 2.872, 3.886]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1106.wav,brownianNoise_60.wav,"[2.373, 3.098, 3.532]","[3.792, 4.514, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1107.wav,backgroundbirds.wav,"[2.893, 3.585]","[4.473, 5.0]","[1000, 1000]","[9116, 9116]"
scape1108.wav,rain_litebirds.wav,[],[],[],[]
scape1109.wav,backgroundbirds.wav,"[1.389, 1.898, 3.292]","[2.96, 3.322, 4.867]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape111.wav,rain.wav,"[2.361, 3.487]","[3.8, 5.0]","[1000, 1000]","[9116, 9116]"
scape1110.wav,backgroundbirds2.wav,[],[],[],[]
scape1111.wav,windy_60.wav,[3.531],[5.0],[1000],[9116]
scape1112.wav,pinkNoise_60.wav,"[0.313, 2.77]","[1.688, 4.276]","[1000, 1000]","[9116, 9116]"
scape1113.wav,brownianNoise_60.wav,[3.667],[5.0],[1000],[9116]
scape1114.wav,rain.wav,"[1.026, 1.139, 3.584]","[2.425, 2.569, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1115.wav,windy_60.wav,[],[],[],[]
scape1116.wav,rain_litebirds.wav,[1.712],[3.135],[1000],[9116]
scape1117.wav,backgroundbirds2.wav,[0.915],[2.392],[1000],[9116]
scape1118.wav,backgroundbirds.wav,"[0.858, 2.924]","[2.317, 4.364]","[1000, 1000]","[9116, 9116]"
scape1119.wav,brownianNoise_60.wav,"[0.864, 2.501]","[2.302, 3.901]","[1000, 1000]","[9116, 9116]"
scape112.wav,windy_60.wav,[],[],[],[]
scape1120.wav,backgroundbirds2.wav,[0.816],[2.254],[1000],[9116]
scape1121.wav,pinkNoise_60.wav,"[1.857, 2.539]","[3.333, 4.065]","[1000, 1000]","[9116, 9116]"
scape1122.wav,whiteNoise_60.wav,[],[],[],[]
scape1123.wav,rain.wav,"[0.068, 1.74, 2.468]","[1.617, 3.16, 3.996]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1124.wav,brownianNoise_60.wav,[],[],[],[]
scape1125.wav,backgroundbirds2.wav,"[2.016, 2.537, 3.51]","[3.616, 4.097, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1126.wav,rain_litebirds.wav,[3.418],[5.0],[1000],[9116]
scape1127.wav,pinkNoise_60.wav,"[1.669, 2.828, 3.391]","[3.031, 4.153, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1128.wav,windy_60.wav,"[2.433, 3.453]","[3.86, 5.0]","[1000, 1000]","[9116, 9116]"
scape1129.wav,brownianNoise_60.wav,"[1.174, 1.921, 2.964]","[2.505, 3.254, 4.401]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape113.wav,brownianNoise_60.wav,[1.688],[3.101],[1000],[9116]
scape1130.wav,whiteNoise_60.wav,"[1.93, 2.437]","[3.451, 3.969]","[1000, 1000]","[9116, 9116]"
scape1131.wav,whiteNoise_60.wav,[0.007],[1.334],[1000],[9116]
scape1132.wav,backgroundbirds.wav,[2.682],[4.113],[1000],[9116]
scape1133.wav,rain.wav,"[0.025, 1.886, 3.406]","[1.507, 3.208, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1134.wav,rain_litebirds.wav,"[0.306, 0.844, 1.858]","[1.902, 2.224, 3.463]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1135.wav,brownianNoise_60.wav,"[0.034, 1.47, 2.442]","[1.546, 2.815, 3.908]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1136.wav,pinkNoise_60.wav,[],[],[],[]
scape1137.wav,backgroundbirds2.wav,[1.458],[2.919],[1000],[9116]
scape1138.wav,brownianNoise_60.wav,[],[],[],[]
scape1139.wav,rain.wav,[0.01],[1.559],[1000],[9116]
scape114.wav,brownianNoise_60.wav,[1.2],[2.559],[1000],[9116]
scape1140.wav,rain_litebirds.wav,[0.151],[1.58],[1000],[9116]
scape1141.wav,backgroundbirds.wav,"[0.631, 3.26, 3.569]","[2.079, 4.684, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1142.wav,whiteNoise_60.wav,"[1.122, 1.532]","[2.626, 3.064]","[1000, 1000]","[9116, 9116]"
scape1143.wav,whiteNoise_60.wav,"[0.359, 0.59, 3.452]","[1.804, 1.939, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1144.wav,brownianNoise_60.wav,"[0.945, 2.574, 2.576]","[2.409, 4.064, 4.086]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1145.wav,brownianNoise_60.wav,[2.806],[4.276],[1000],[9116]
scape1146.wav,whiteNoise_60.wav,[3.613],[4.94],[1000],[9116]
scape1147.wav,backgroundbirds.wav,"[1.865, 3.49]","[3.398, 5.0]","[1000, 1000]","[9116, 9116]"
scape1148.wav,rain_litebirds.wav,[2.796],[4.283],[1000],[9116]
scape1149.wav,brownianNoise_60.wav,[1.924],[3.317],[1000],[9116]
scape115.wav,backgroundbirds.wav,[],[],[],[]
scape1150.wav,brownianNoise_60.wav,"[0.857, 2.576]","[2.38, 3.956]","[1000, 1000]","[9116, 9116]"
scape1151.wav,pinkNoise_60.wav,[2.116],[3.702],[1000],[9116]
scape1152.wav,backgroundbirds2.wav,"[0.909, 1.493]","[2.234, 3.006]","[1000, 1000]","[9116, 9116]"
scape1153.wav,rain.wav,"[1.163, 2.282, 3.399]","[2.752, 3.734, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1154.wav,pinkNoise_60.wav,"[2.075, 2.733]","[3.646, 4.069]","[1000, 1000]","[9116, 9116]"
scape1155.wav,whiteNoise_60.wav,[],[],[],[]
scape1156.wav,whiteNoise_60.wav,[2.246],[3.608],[1000],[9116]
scape1157.wav,rain.wav,"[0.414, 1.205, 2.92]","[1.936, 2.603, 4.408]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1158.wav,rain_litebirds.wav,[],[],[],[]
scape1159.wav,pinkNoise_60.wav,"[1.66, 2.6]","[3.04, 3.927]","[1000, 1000]","[9116, 9116]"
scape116.wav,windy_60.wav,"[1.35, 3.477]","[2.844, 5.0]","[1000, 1000]","[9116, 9116]"
scape1160.wav,windy_60.wav,"[0.634, 2.345, 3.475]","[2.136, 3.827, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1161.wav,windy_60.wav,"[0.682, 2.043]","[2.189, 3.545]","[1000, 1000]","[9116, 9116]"
scape1162.wav,backgroundbirds.wav,[2.038],[3.414],[1000],[9116]
scape1163.wav,whiteNoise_60.wav,"[2.811, 3.41]","[4.146, 5.0]","[1000, 1000]","[9116, 9116]"
scape1164.wav,pinkNoise_60.wav,"[3.473, 3.675]","[5.0, 5.0]","[1000, 1000]","[9116, 9116]"
scape1165.wav,whiteNoise_60.wav,"[2.071, 2.234, 3.441]","[3.397, 3.601, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1166.wav,backgroundbirds2.wav,"[0.962, 1.561, 3.65]","[2.347, 2.984, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1167.wav,pinkNoise_60.wav,[3.507],[5.0],[1000],[9116]
scape1168.wav,backgroundbirds.wav,"[0.633, 1.268]","[1.994, 2.678]","[1000, 1000]","[9116, 9116]"
scape1169.wav,backgroundbirds2.wav,[],[],[],[]
scape117.wav,backgroundbirds2.wav,"[1.094, 1.948, 3.614]","[2.617, 3.533, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1170.wav,pinkNoise_60.wav,[2.613],[3.96],[1000],[9116]
scape1171.wav,rain.wav,[],[],[],[]
scape1172.wav,brownianNoise_60.wav,"[2.472, 2.769, 3.656]","[4.052, 4.163, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1173.wav,whiteNoise_60.wav,"[0.064, 0.148, 3.594]","[1.521, 1.656, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1174.wav,windy_60.wav,[3.408],[4.929],[1000],[9116]
scape1175.wav,rain_litebirds.wav,[],[],[],[]
scape1176.wav,windy_60.wav,[],[],[],[]
scape1177.wav,pinkNoise_60.wav,[1.895],[3.279],[1000],[9116]
scape1178.wav,rain.wav,[1.138],[2.684],[1000],[9116]
scape1179.wav,windy_60.wav,"[2.175, 2.896]","[3.544, 4.214]","[1000, 1000]","[9116, 9116]"
scape118.wav,backgroundbirds2.wav,[3.024],[4.579],[1000],[9116]
scape1180.wav,rain.wav,[],[],[],[]
scape1181.wav,brownianNoise_60.wav,[],[],[],[]
scape1182.wav,whiteNoise_60.wav,"[0.243, 3.413, 3.607]","[1.8, 4.943, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1183.wav,pinkNoise_60.wav,[],[],[],[]
scape1184.wav,backgroundbirds.wav,[2.932],[4.489],[1000],[9116]
scape1185.wav,rain.wav,"[2.351, 3.417, 3.503]","[3.802, 5.0, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1186.wav,rain.wav,[],[],[],[]
scape1187.wav,brownianNoise_60.wav,[0.228],[1.687],[1000],[9116]
scape1188.wav,rain.wav,"[2.345, 2.819, 3.46]","[3.843, 4.138, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1189.wav,brownianNoise_60.wav,[],[],[],[]
scape119.wav,windy_60.wav,[],[],[],[]
scape1190.wav,rain_litebirds.wav,[],[],[],[]
scape1191.wav,pinkNoise_60.wav,"[0.022, 3.577, 3.593]","[1.572, 5.0, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1192.wav,backgroundbirds2.wav,[],[],[],[]
scape1193.wav,rain_litebirds.wav,"[0.577, 3.49]","[1.996, 4.9]","[1000, 1000]","[9116, 9116]"
scape1194.wav,windy_60.wav,"[1.2, 2.936]","[2.774, 4.366]","[1000, 1000]","[9116, 9116]"
scape1195.wav,rain.wav,[],[],[],[]
scape1196.wav,rain_litebirds.wav,[3.532],[5.0],[1000],[9116]
scape1197.wav,brownianNoise_60.wav,[],[],[],[]
scape1198.wav,backgroundbirds2.wav,[],[],[],[]
scape1199.wav,rain.wav,[],[],[],[]
scape12.wav,backgroundbirds2.wav,[1.042],[2.393],[1000],[9116]
scape120.wav,rain_litebirds.wav,[],[],[],[]
scape1200.wav,windy_60.wav,"[3.411, 3.453]","[5.0, 5.0]","[1000, 1000]","[9116, 9116]"
scape1201.wav,brownianNoise_60.wav,[],[],[],[]
scape1202.wav,pinkNoise_60.wav,"[2.109, 3.446, 3.549]","[3.662, 4.902, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1203.wav,windy_60.wav,"[0.756, 2.058, 3.175]","[2.204, 3.483, 4.576]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1204.wav,rain.wav,[3.577],[5.0],[1000],[9116]
scape1205.wav,backgroundbirds2.wav,"[1.396, 3.431]","[2.875, 5.0]","[1000, 1000]","[9116, 9116]"
scape1206.wav,windy_60.wav,"[1.13, 2.745]","[2.717, 4.303]","[1000, 1000]","[9116, 9116]"
scape1207.wav,rain.wav,"[3.461, 3.544]","[5.0, 5.0]","[1000, 1000]","[9116, 9116]"
scape1208.wav,backgroundbirds.wav,[],[],[],[]
scape1209.wav,whiteNoise_60.wav,[3.486],[5.0],[1000],[9116]
scape121.wav,windy_60.wav,"[0.893, 0.936, 1.274]","[2.3, 2.542, 2.659]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1210.wav,rain_litebirds.wav,[0.628],[2.217],[1000],[9116]
scape1211.wav,pinkNoise_60.wav,[2.154],[3.624],[1000],[9116]
scape1212.wav,rain_litebirds.wav,[2.509],[4.028],[1000],[9116]
scape1213.wav,rain_litebirds.wav,[],[],[],[]
scape1214.wav,whiteNoise_60.wav,[3.599],[5.0],[1000],[9116]
scape1215.wav,backgroundbirds.wav,[],[],[],[]
scape1216.wav,backgroundbirds2.wav,[],[],[],[]
scape1217.wav,windy_60.wav,"[1.126, 3.643]","[2.475, 5.0]","[1000, 1000]","[9116, 9116]"
scape1218.wav,backgroundbirds2.wav,"[1.607, 2.66, 3.536]","[3.031, 4.171, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1219.wav,backgroundbirds2.wav,[],[],[],[]
scape122.wav,whiteNoise_60.wav,"[1.391, 2.583]","[2.974, 3.966]","[1000, 1000]","[9116, 9116]"
scape1220.wav,rain.wav,[3.514],[5.0],[1000],[9116]
scape1221.wav,whiteNoise_60.wav,"[0.51, 2.06]","[2.114, 3.455]","[1000, 1000]","[9116, 9116]"
scape1222.wav,rain_litebirds.wav,[],[],[],[]
scape1223.wav,pinkNoise_60.wav,[3.52],[5.0],[1000],[9116]
scape1224.wav,rain.wav,[3.573],[5.0],[1000],[9116]
scape1225.wav,rain.wav,"[3.424, 3.46, 3.464]","[4.817, 5.0, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1226.wav,backgroundbirds.wav,[3.652],[5.0],[1000],[9116]
scape1227.wav,backgroundbirds.wav,"[1.335, 1.796, 3.499]","[2.864, 3.165, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1228.wav,whiteNoise_60.wav,[],[],[],[]
scape1229.wav,windy_60.wav,[2.342],[3.737],[1000],[9116]
scape123.wav,rain.wav,[],[],[],[]
scape1230.wav,backgroundbirds.wav,[],[],[],[]
scape1231.wav,whiteNoise_60.wav,[3.668],[5.0],[1000],[9116]
scape1232.wav,backgroundbirds.wav,"[0.289, 0.903, 1.814]","[1.777, 2.314, 3.254]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1233.wav,brownianNoise_60.wav,[2.663],[4.251],[1000],[9116]
scape1234.wav,rain.wav,"[0.733, 3.456]","[2.318, 4.904]","[1000, 1000]","[9116, 9116]"
scape1235.wav,rain.wav,[],[],[],[]
scape1236.wav,rain.wav,"[2.139, 3.393]","[3.697, 4.887]","[1000, 1000]","[9116, 9116]"
scape1237.wav,backgroundbirds.wav,"[3.5, 3.52]","[5.0, 5.0]","[1000, 1000]","[9116, 9116]"
scape1238.wav,backgroundbirds.wav,"[1.604, 2.983, 3.415]","[3.145, 4.434, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1239.wav,rain.wav,[],[],[],[]
scape124.wav,rain_litebirds.wav,"[0.435, 1.7, 3.593]","[1.891, 3.244, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1240.wav,rain_litebirds.wav,[2.105],[3.641],[1000],[9116]
scape1241.wav,brownianNoise_60.wav,"[1.692, 3.391, 3.409]","[3.12, 5.0, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1242.wav,whiteNoise_60.wav,[1.692],[3.019],[1000],[9116]
scape1243.wav,windy_60.wav,"[0.463, 3.526, 3.539]","[1.878, 5.0, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1244.wav,rain.wav,[],[],[],[]
scape1245.wav,backgroundbirds2.wav,"[0.745, 1.275, 1.47]","[2.073, 2.858, 3.047]","[1000, 1000, 1000]","[9116, 9116, 9116]"
